SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Announced Pledges Scenario,Energy,Total,Buildings,EJ,Southeast Asia,2035,5.025
Announced Pledges Scenario,Energy,Total,Buildings,EJ,Southeast Asia,2050,6.185
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2022,11129
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2023,11425
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2030,13335
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2035,14628
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2050,18665
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2030,14254
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2035,19743
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,World,2050,37994
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2022,1901
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2023,1931
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2030,2134
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2035,2349
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2050,3387
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2030,2538
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2035,3607
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,North America,2050,8218
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2022,1574
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2023,1613
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2030,1739
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2035,1917
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2050,2902
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2030,2157
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2035,3107
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,United States,2050,7361
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2022,370
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2023,386
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2030,533
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2035,690
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2050,1269
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2030,720
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2035,1078
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Central and South America,2050,2663
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2022,54
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2023,59
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2030,87
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2035,102
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2050,137
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2030,145
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2035,277
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Brazil,2050,682
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2022,884
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2023,916
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2030,986
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2035,1061
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2050,1635
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2030,1217
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2035,1658
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Europe,2050,2912
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2022,695
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2023,715
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2030,777
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2035,845
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2050,1400
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2030,965
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2035,1289
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,European Union,2050,2086
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2022,363
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2023,373
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2030,463
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2035,536
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2050,817
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2030,561
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2035,803
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Africa,2050,1858
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2022,1551
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2023,1649
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2030,2053
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2035,2360
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2050,2903
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2030,2065
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2035,3311
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Middle East,2050,6042
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2022,810
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2023,814
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2030,914
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2035,927
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2050,946
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2030,903
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2035,954
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Eurasia,2050,1014
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2022,729
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2023,723
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2030,801
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2035,806
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2050,805
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2030,792
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2035,835
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Russia,2050,861
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2022,5250
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2023,5355
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2030,6363
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2035,7074
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2050,8236
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2030,6358
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2035,8520
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Asia Pacific,2050,15383
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2022,3015
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2023,3087
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2030,3571
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2035,3651
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2050,3644
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2030,3586
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2035,4731
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,China,2050,6866
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2022,1028
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2023,1083
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2030,1350
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2035,1593
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2050,2148
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2030,1276
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2035,1585
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,India,2050,3211
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2022,228
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2023,229
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2030,216
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2035,238
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2050,278
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2030,258
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2035,409
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Japan,2050,814
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2022,451
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2023,434
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2030,528
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2035,632
Stated Policies Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2050,855
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2030,527
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2035,649
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),Final demand,PJ,Southeast Asia,2050,2424
Stated Policies Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2022,0
Stated Policies Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2023,0
Stated Policies Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2030,6
Stated Policies Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2035,17
Stated Policies Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2050,78
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2030,92
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2035,210
Announced Pledges Scenario,Energy,Hydrogen (incl onsite),International bunkers,PJ,World,2050,580
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2023,0.5872931
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2030,6.792179
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2035,14.68791
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2050,45.88515
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2030,25.01367
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2035,78.25196
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2050,260.4177
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2030,66.02731
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2035,151.6241
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen production,Million tonnes,World,2050,400.7166
Stated Policies Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2023,8.44E-02
Stated Policies Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2030,4.838772
Stated Policies Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2035,10.79864
Stated Policies Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2050,37.14734
Announced Pledges Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2030,18.04689
Announced Pledges Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2035,61.00801
Announced Pledges Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2050,202.7862
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2030,49.12544
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2035,118.2076
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Water electrolysis,Million tonnes,World,2050,325.8568
Stated Policies Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2023,0.5028848
Stated Policies Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2030,1.931816
Stated Policies Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2035,3.867282
Stated Policies Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2050,8.717943
Announced Pledges Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2030,6.921773
Announced Pledges Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2035,17.1206
Announced Pledges Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2050,57.32603
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2030,16.76756
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2035,33.03179
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Fossil fuels with CCUS,Million tonnes,World,2050,73.56036
Stated Policies Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2023,7.01E-06
Stated Policies Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2030,2.16E-02
Stated Policies Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2035,0.0219761
Stated Policies Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2050,0.0199002
Announced Pledges Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2030,4.50E-02
Announced Pledges Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2035,0.1233578
Announced Pledges Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2050,0.3055978
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2030,0.1343396
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2035,0.3848411
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Bioenergy and other,Million tonnes,World,2050,1.299366
Stated Policies Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2023,0.2891014
Stated Policies Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2030,4.409508
Stated Policies Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2035,8.814573
Stated Policies Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2050,25.96678
Announced Pledges Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2030,15.82261
Announced Pledges Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2035,48.21759
Announced Pledges Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2050,139.5588
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2030,40.56309
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2035,90.69672
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Transformation of hydrogen,Million tonnes,World,2050,201.0035
Stated Policies Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2023,0
Stated Policies Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2030,0.9293361
Stated Policies Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2035,2.429157
Stated Policies Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2050,3.035865
Announced Pledges Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2030,4.086071
Announced Pledges Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2035,11.23727
Announced Pledges Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2050,20.45524
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2030,16.74143
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2035,30.15145
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To power generation,Million tonnes,World,2050,44.4771
Stated Policies Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2023,1.90E-05
Stated Policies Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2030,1.304604
Stated Policies Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2035,3.660676
Stated Policies Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2050,17.27694
Announced Pledges Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2030,7.264594
Announced Pledges Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2035,29.96699
Announced Pledges Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2050,109.0208
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2030,15.66051
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2035,49.63932
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To hydrogen-based fuels,Million tonnes,World,2050,148.135
Stated Policies Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2023,0.2821202
Stated Policies Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2030,1.960119
Stated Policies Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2035,2.445194
Stated Policies Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2050,5.045193
Announced Pledges Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2030,2.784896
Announced Pledges Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2035,4.525529
Announced Pledges Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2050,6.83063
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2030,5.993428
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2035,7.658249
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,In oil refining,Million tonnes,World,2050,4.7202
Stated Policies Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2023,6.96E-03
Stated Policies Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2030,0.215451
Stated Policies Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2035,0.2795438
Stated Policies Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2050,0.608807
Announced Pledges Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2030,1.687051
Announced Pledges Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2035,2.487906
Announced Pledges Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2050,3.252173
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2030,2.167696
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2035,3.247796
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,To biofuels,Million tonnes,World,2050,3.671169
Stated Policies Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2023,0.3436229
Stated Policies Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2030,2.341831
Stated Policies Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2035,5.745885
Stated Policies Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2050,19.7257
Announced Pledges Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2030,8.700452
Announced Pledges Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2035,29.02917
Announced Pledges Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2050,116.6634
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2030,24.02328
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2035,59.27029
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Hydrogen demand for end-use sectors,Million tonnes,World,2050,190.8328
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2023,0
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2030,0.6667352
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2035,3.048432
Stated Policies Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2050,17.05738
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2030,6.690534
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2035,29.42925
Announced Pledges Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2050,108.0175
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2030,14.8372
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2035,47.55974
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Low-emissions hydrogen-based fuels,Million tonnes,World,2050,145.3844
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2023,0
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2030,0.3652752
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2035,2.144373
Stated Policies Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2050,14.61961
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2030,6.207358
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2035,27.21047
Announced Pledges Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2050,90.77492
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2030,9.854917
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2035,33.35727
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Total final consumption,Million tonnes,World,2050,127.0936
Stated Policies Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2023,0
Stated Policies Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2030,0.30146
Stated Policies Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2035,0.904059
Stated Policies Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2050,2.43776
Announced Pledges Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2030,0.483176
Announced Pledges Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2035,2.218786
Announced Pledges Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2050,17.24252
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2030,4.982284
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2035,14.20246
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power generation,Million tonnes,World,2050,18.2908
Stated Policies Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2023,9.48E-05
Stated Policies Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2030,2.003082
Stated Policies Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2035,6.725736
Stated Policies Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2050,22.45578
Announced Pledges Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2030,6.72192
Announced Pledges Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2035,22.12266
Announced Pledges Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2050,58.72487
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2030,18.35634
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2035,31.76807
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Trade,Million tonnes,World,2050,70.68948
Stated Policies Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2023,1.50E-04
Stated Policies Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2030,0.2951538
Stated Policies Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2035,0.479528
Stated Policies Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2050,0.5024252
Announced Pledges Scenario,Energy,Hydrogen,Trade as share of demand,Million tonnes,World,2030,0.2659088
